"TID","EN","AR","CN","CNT","DE","ES","FI","FR","HE","ID","IT","JP","KR","MS","NL","PL","PT","RU","TH","TR","VI"
"TID_BUDDY_INFO_TXT_1","Buff <c0AFF09>Gadgets</c>, <cF8A123>Star Powers</c> & <cFB5FFF>Hypercharges</c>!","عزز <c0AFF09>الأجهزة</c> أو <cF8A123>القدرات الخاصة</c> أو <cFB5FFF>الشحنات الفائقة</c>.","为<c0AFF09>随身妙具</c>、<cF8A123>星徽之力</c>和<cFB5FFF>极限充能</c>提供增益！","強化<c0AFF09>武裝配件</c>、<cF8A123>能力之星</c>和<cFB5FFF>極限威能</c>！","Verstärke <c0AFF09>Gadgets</c>, <cF8A123>Starpowers</c> und <cFB5FFF>Hyperladungen</c>!","Mejora tus <c0AFF09>gadgets</c>, <cF8A123>habilidades estelares</c> e <cFB5FFF>hipercargas</c> con los buffies.","Tehosta <c0AFF09>varusteita</c>, <cF8A123>tähtivoimia</c> ja <cFB5FFF>hyperlatauksia</c>!","Buff les <c0AFF09>gadgets</c>, les <cF8A123>pouvoirs star</c> et les <cFB5FFF>hypercharges</c> !","חיזוק <c0AFF09>גאדג‘טים</c>, <cF8A123>כוחות כוכב</c>ו<cFB5FFF>היפר-טעינות</c>!","Perkuat <c0AFF09>Gadget</c>, <cF8A123>Kekuatan Bintang</c>, dan <cFB5FFF>Beringasss</c>!","Potenzia i <c0AFF09>gadget</c>, le <cF8A123>abilità stellari</c> e l'<cFB5FFF>overdrive</c>!","<c0AFF09>ガジェット</c>、<cF8A123>スターパワー</c>、<cFB5FFF>ハイパーチャージ</c>を強化！","<c0AFF09>가젯</c>, <cF8A123>스타 파워</c> 및 <cFB5FFF>하이퍼차지</c>를 버프하세요!","Kuatkan <c0AFF09>Alat</c>, <cF8A123>Kuasa Bintang</c> & <cFB5FFF>Hipercas</c>!","Boost <c0AFF09>gadgets</c>, <cF8A123>sterrenkrachten</c> en <cFB5FFF>hyperkrachten</c>!","Wzmacniaj <c0AFF09>gadżety</c>, <cF8A123>gwiezdne moce</c> oraz <cFB5FFF>hiperdoładowania</c>!","Melhore <c0AFF09>acessórios</c>, <cF8A123>poderes de estrela</c> e <cFB5FFF>hipercargas</c>!","Усиливай <c0AFF09>гаджеты</c>, <cF8A123>звёздные силы</c> и <cFB5FFF>гиперзаряды</c>!","มอบบัฟให้<c0AFF09>อุปกรณ์เสริม</c> <cF8A123>พลังดวงดาว</c> และ<cFB5FFF>ไฮเปอร์ชาร์จ</c>!","<c0AFF09>Aksesuarları</c>, <cF8A123>yıldız güçlerini</c> ve <cFB5FFF>hiperşarjları</c> güçlendirebilirsin!","Cường hóa <c0AFF09>Phụ kiện</c>, <cF8A123>Sức mạnh Sao</c> và <cFB5FFF>Cường hóa tuyệt chiêu</c>!"
"TID_BUDDY_INFO_TXT_3","Buffies follow your Brawlers everywhere and make them *at least* 10% more fashionable.","يتبع البافي أبطالك في كل مكان ويجعلهم أكثر أناقة بنسبة 10% *على الأقل*.","增益挂饰会一直跟随您的英雄，让他们的时尚程度至少提升10%。","增益吊飾會一直跟隨你的英雄，讓他們至少更帥10%。","Buffies folgen deinen Brawlern auf Schritt und Tritt, wodurch diese *mindestens* 10 % cooler aussehen.","Los buffies siguen a los brawlers adondequiera que vayan y son el complemento perfecto.","Buffiet seuraavat rämäpäitäsi kaikkialle ja tekevät niistä vähintään 10 % tyylikkäämpiä.","Les buffies suivent vos brawlers partout et les rendent AU MOINS 10 % plus stylés !","הבאפיז הולכים אחרי הבראולרים שלכם לכל מקום והופכים אותם לאופנתיים יותר *לפחות* ב-10%.","Buffie mengikuti Jagoanmu ke mana saja dan membuat mereka *setidaknya* 10% lebih bergaya.","I buffie seguono i brawler ovunque e li rendono almeno il 10% più stilosi.","キャラクターにバフィーを付けると、オシャレ度が少なくとも1割増しになります。","버피가 브롤러를 어디든 따라다니며 적어도 10% 더 멋있어 보이게 해줍니다.","Buffie akan mengikuti Brawler anda dan menjadikan mereka *sekurang-kurangnya* 10% lebih bergaya.","Buffies volgen je knokkers overal en maken ze *minstens* 10% cooler.","Buffies zawsze trzymają się przy Zadymiarzach i dodają im *co najmniej* 10% do stylu.","Os buffies seguem os Brawlers por toda parte, além de ajudarem a compor o look!","Баффи следуют за бойцами повсюду и делают их на 10 % более стильными (как минимум).","บัฟฟี่จะติดตามบรอว์เลอร์ไปทุกที่และทำให้พวกเขาดูทันสมัยขึ้นอีก *อย่างน้อย* 10%","Buffie'ler savaşçılarını her daim takip eder ve onları en az %10 daha şık hale getirir.","Buffie sẽ đi theo Chiến binh Brawl của bạn khắp mọi nơi và giúp các chiến binh trông phong cách hơn *ít nhất* là 10%."
"TID_BUDDY_INFO_TXT_4","Only owned Brawlers have their Buffies in the Claw Machine!","تحتوي آلة المخلب على وحدات بافي للأبطال الذين تمتلكهم فقط.","娃娃机中只会出现已解锁英雄的增益挂饰！","娃娃機中只會出現已解鎖英雄的增益吊飾！","Im Greifautomaten liegen nur Buffies von Brawlern, die du bereits besitzt!","La máquina de garra solo contiene buffies de los brawlers que poseas.","Voit saada kourakoneesta vain jo avaamiesi rämäpäiden buffieita!","L'attrape-buffies contient uniquement les buffies des brawlers que vous possédez !","רק לבראולרים שבבעלותכם מחכים הבאפיז שלהם בתוך מכונת הטופר!","Hanya Buffie untuk Jagoan yang sudah kamu miliki yang tersedia di Mesin Capit!","Nella gru pescapremi troverai solo i buffie dei brawler che hai già sbloccato!","クレーンゲームでは、所有キャラクターのバフィーのみ獲得可能です！","뽑기 기계에서는 소유한 브롤러의 버피만 나옵니다!","Mesin Cekau hanya ada Buffie untuk Brawler yang telah anda miliki!","De grijpmachine bevat alleen buffies van knokkers die je al bezit!","W automacie znajdują się tylko buffies posiadanych Zadymiarzy.","A máquina de garra contém apenas os buffies dos Brawlers que você já liberou!","В кран-машине находятся баффи только для разблокированных бойцов!","ตู้คีบจะมีบัฟฟี่ของบรอว์เลอร์ที่คุณมีแล้วเท่านั้น!","Yakalama makinesinde yalnızca sahip olunan savaşçıların buffie'leri olur!","Máy gắp chỉ có các Buffie dành cho những Chiến binh Brawl mà bạn đang sở hữu!"
"TID_BUFFIE_GADGET_BUFFIE","GADGET BUFFIE","بافي الجهاز","妙具增益挂饰","武裝配件吊飾","GADGET-BUFFIE","BUFFIE DE GADGET","VARUSTEBUFFIE","BUFFIE DE GADGET","גאדג‘ט BUFFIE","BUFFIE GADGET","BUFFIE DEI GADGET","ガジェットバフィー","가젯 버피","BUFFIE ALAT","GADGETBUFFIE","GADŻETOWY BUFFIE","BUFFIE DE ACESSÓRIO","ГАДЖЕТНЫЙ БАФФИ","บัฟฟี่อุปกรณ์เสริม","AKSESUAR BUFFIE’Sİ","BUFFIE PHỤ KIỆN"
"TID_BUFFIE_STAR_BUFFIE","STAR BUFFIE","بافي القدرة الخاصة","星徽增益挂饰","能力之星吊飾","STAR-BUFFIE","BUFFIE ESTELAR","TÄHTIBUFFIE","BUFFIE STAR","כוכב BUFFIE","BUFFIE BINTANG","BUFFIE STELLARE","スターバフィー","스타 버피","BUFFIE BINTANG","STERRENBUFFIE","GWIEZDNY BUFFIE","BUFFIE ESTELAR","ЗВËЗДНЫЙ БАФФИ","บัฟฟี่ดวงดาว","YILDIZ BUFFIE'Sİ","BUFFIE NGÔI SAO"
"TID_BUFFIE_HYPER_BUFFIE","HYPER BUFFIE","بافي الشحن الفائق","极充增益挂饰","極限威能吊飾","HYPER-BUFFIE","HIPERBUFFIE","HYPERBUFFIE","HYPER BUFFIE","היפר BUFFIE","BUFFIE BERINGASSS","BUFFIE DELL'OVERDRIVE","ハイパーバフィー","하이퍼 버피","BUFFIE HIPER","HYPERBUFFIE","HIPERBUFFIE","HIPERBUFFIE","ГИПЕРБАФФИ","บัฟฟี่ไฮเปอร์","HİPER BUFFIE'Sİ","BUFFIE SIÊU ĐẲNG"
"TID_BUDDY_HYERPCHARGE_DURATION","HYPERCHARGE DURATION: +2 sec","مدة الشحن الفائق: +2 ث","极限充能持续时间：+2秒","極限威能持續時間：+2秒","DAUER DER HYPERLADUNG: +2 Sek.","DURACIÓN DE LA HIPERCARGA: +2 segundos","HYPERLATAUKSEN KESTO: +2 sekuntia","DURÉE DE L'HYPERCHARGE : +2 s","משך זמן סופר-טעינה: +2 שניות","DURASI BERINGASSS: +2 dtk","DURATA OVERDRIVE: +2 secondi","ハイパーチャージの効果時間：+2秒","하이퍼차지 지속 시간: +2초","TEMPOH HIPERCAS: +2 saat","DUUR HYPERKRACHT: +2 sec.","CZAS HIPERDOŁADOWANIA: +2 s","DURAÇÃO DA HIPERCARGA: +2 segundos","ДЛИТЕЛЬНОСТЬ ГИПЕРЗАРЯДА: +2 с.","ระยะเวลาไฮเปอร์ชาร์จ: +2 วินาที","HİPERŞARJ SÜRESİ: +2 saniye","THỜI LƯỢNG CƯỜNG HÓA TUYỆT CHIÊU: +2 giây"
"TID_BUFFIE_ATTACK_BUFF_WHEN_HYPERCHARGED","Attacks buffed when Hypercharged:","تقوية للهجمات عند الشحن الفائق:","极限充能期间获得的攻击增益：","極限威能期間獲得的攻擊增益：","Während Hyperladung verstärkte Attacken:","Ataques mejorados con el hiperbuffie:","Hyperlatauksessa vahvemmat hyökkäykset:","Attaques améliorées en hypercharge :","התקפות מחוזקות כשבסופר-טעינה:","Serangan yang diperkuat saat Beringasss aktif:","Attacchi potenziati durante l'overdrive:","ハイパーチャージ中に攻撃を強化：","하이퍼차지 동안 강화된 공격:","Serangan diperkuat apabila hipercas:","Aanvallen gebuffed tijdens hyperkracht:","Ataki wzmocnione przy hiperdoładowaniu:","Ataques reforçados com a hipercarga:","Усиление атаки во время действия гиперзаряда:","การโจมตีได้รับการบัฟเมื่อใช้ไฮเปอร์ชาร์จ:","Hiperşarj aktifken güçlendirilen saldırılar:","Đòn tấn công được tăng cường khi Cường hóa tuyệt chiêu:"
"TID_VAULT_INFO_POPUP_INFO1","Get a Buffie of your choice!","احصل على بافي من اختيارك.","获取一个自选增益挂饰！","獲取一個自選增益吊飾！","Erhalte einen Buffie deiner Wahl!","¡Elige un buffie!","Saat valitsemasi buffien!","Choisissez un buffie !","קבלו חיזוק לבחירתכם!","Dapatkan Buffie pilihanmu!","Ottieni un buffie di tua scelta!","バフィーを選んでゲット！","원하는 버피를 얻으세요!","Dapatkan Buffie pilihan anda!","Krijg een buffie naar keuze!","Zdobądź wybranego buffie!","Escolha o buffie que preferir!","Получи баффи на выбор!","รับบัฟฟี่ที่คุณต้องการ!","İstediğin bir buffie’yi alabilirsin!","Nhận một Buffie tùy chọn!"
"TID_VAULT_INFO_POPUP_INFO2","Get Coins, Power Points, or Bling!","احصل على العملات أو نقاط القوة أو البلينج.","获取金币、战力能量或闪闪币！","獲取金幣、能量點數或閃光幣！","Erhalte Münzen, Powerpunkte oder Bling!","¡Obtén monedas, puntos de fuerza o blines!","Saat kolikoita, tehopisteitä ja blingejä!","Obtenez des pièces, des points de pouvoir ou des blings !","קבלו מטבעות, נקודות כוח, או בלינג!","Dapatkan Koin, Poin Kekuatan, atau Bling!","Ottieni monete, abilità stellari o bling!","コインやパワーポイント、ジュエルチップをゲット！","코인, PP 또는 블링을 얻으세요!","Dapatkan syiling, mata kuasa atau Bling!","Krijg munten, krachtpunten of bling!","Zdobądź monety, punkty mocy i błyskotki!","Consiga moedas, pontos de poder ou blings!","Получи монеты, очки силы или блинги!","รับเหรียญ ค่าพลัง หรือเหรียญวิบวับ!","Altın, güç puanı veya mücevher alabilirsin!","Nhận Xu, Điểm Sức mạnh hoặc Xu Bling!"
"TID_VAULT_INFO_POPUP_INFO3","Get Ultra Legendary, Legendary, Mythic, or Epic Brawlers!","احصل على أبطال من الفئة الأسطورية الفائقة أو الأسطورية أو الخرافية أو الاستثنائية.","获取超凡、传奇、神话或史诗英雄！","獲取超凡、傳奇、神話或史詩英雄！","Erhalte ultralegendäre, legendäre, mythische oder epische Brawler!","¡Obtén brawlers ultralegendarios, legendarios, míticos o épicos!","Saat ultralegendaarisia, legendaarisia, myyttisiä tai eeppisiä rämäpäitä!","Obtenez des brawlers ultra légendaires, légendaires, mythiques ou épiques !","קבלו בראולרים אולטרה אגדיים, אגדיים, מדהימים, או אדירים!","Dapatkan Jagoan Ultra Legendaris, Legendaris, Mistis, atau Epik!","Ottieni brawler ultraleggendari, leggendari, mitici o epici!","ウルトラレジェンドレア、レジェンドレア、ウルトラレア、ハイパーレアのキャラクターをゲット！","울트라 전설, 전설, 신화 또는 영웅 브롤러를 얻으세요!","Dapatkan Brawler Ultra Legenda, Legenda, Mitos atau Epik!","Krijg ultra-legendarische, legendarische, mythische of epische knokkers!","Odblokuj ultralegendarnych, legendarnych, mitycznych i epickich Zadymiarzy!","Consiga Brawlers ultralendários, lendários, míticos ou épicos!","Получи ультралегендарных, легендарных, мифических или эпических бойцов!","รับบรอว์เลอร์อัลตร้าเลเจนดารี เลเจนดารี มีธิค หรืออีปิค!","Ultra efsanevi, efsanevi, gizemli veya destansı savaşçılar alabilirsin!","Nhận Chiến binh Brawl Siêu huyền thoại, Huyền thoại, Thần thoại hoặc Quý hiếm!"
"TID_VAULT_INFO_POPUP_INFO4","Get Skins from current or previous seasons!","احصل على المظاهر من المواسم الحالية أو السابقة.","获取先前主题季或本季的皮肤！","獲取先前主題季或本季的造型！","Erhalte Skins aus der aktuellen oder einer früheren Saison!","¡Obtén aspectos de la temporada actual o de las anteriores!","Saat nykyisen tai edellisten kausien asuja!","Obtenez des skins de la saison en cours et des saisons passées !","קבלו סקינים מהעונה הנוכחית או מעונות קודמות!","Dapatkan Kostum dari musim ini atau musim lalu!","Ottieni skin dalla stagione attuale o da quelle passate!","今シーズンと過去シーズンのスキンをゲット！","현재 또는 지난 시즌의 스킨을 얻으세요!","Dapatkan kulit dari musim semasa atau sebelumnya!","Krijg skins uit huidige of vorige seizoenen!","Zdobądź przebrania z obecnego i poprzedniego sezonu!","Consiga visuais da temporada atual e das anteriores!","Получи скины текущего или предыдущих сезонов!","รับสกินจากฤดูกาลปัจจุบันหรือก่อนหน้า!","Şu anki veya önceki sezonlardan kostümler alabilirsin!","Nhận Trang phục từ các mùa giải hiện tại hoặc trước đó!"
"TID_VAULT_INFO_POPUP_TITLE","BRAWL PASS VAULT","خزنة BRAWL PASS","乱斗主题季宝库","亂鬥主題季寶庫","BRAWLPASS-TRESOR","CAJA FUERTE DEL BRAWL PASS","BRAWL PASS -SÄILIÖ","COFFRE-FORT DU PASS","כספת BRAWL PASS","BRANKAS BRAWL PASS","CAVEAU DEL BRAWL PASS","ブロスタパスの金庫","브롤 패스 금고","BILIK KEBAL BRAWL PASS","BRAWL PASS-KLUIS","SKARBIEC KARNETU ZADYMIARSKIEGOO","COFRE DO BRAWL PASS","ТАЙНИК BRAWL PASS","ตู้นิรภัย Brawl Pass","BRAWL PASS KASASI","KÉT SẮT VÉ BRAWL PASS"
"TID_VAULT_INFO_POPUP_SUBTITLE","New Vault Keys!","مفاتيح جديدة للخزنة","新宝库钥匙！","新寶庫鑰匙！","Neue Tresorschlüssel!","¡Nuevas llaves de cajas fuertes!","Uusia säiliöavaimia!","Nouvelles clés de coffre !","מפתחות כספת חדשים!","Kunci Brankas Baru!","Nuove chiavi del caveau!","新しい金庫のカギ！","신규 금고 열쇠!","Kunci Bilik Kebal Baharu!","Nieuwe kluissleutels!","Nowe klucze do skarbca!","Novas chaves de cofre!","Новые ключи от тайников!","กุญแจตู้นิรภัยใหม่!","Yeni kasa anahtarları!","Chìa khóa Két sắt mới!"
"TID_BAN_INTERVENTION_NOTIFICATION_TITLE","ACCOUNT INFORMATION","معلومات الحساب","账号信息","帳號資訊","SPIELKONTO-INFORMATION","INFORMACIÓN DE LA CUENTA","TIETOA PELITILISTÄ","INFOS DU COMPTE","מידע על החשבון","INFORMASI AKUN","INFORMAZIONI SULL'ACCOUNT","アカウント情報","계정 정보","MAKLUMAT AKAUN","ACCOUNTINFORMATIE","INFORMACJE O KONCIE","INFORMAÇÕES DA CONTA","ИНФОРМАЦИЯ ОБ УЧЁТНОЙ ЗАПИСИ","ข้อมูลบัญชี","HESAP BİLGİLERİ","THÔNG TIN TÀI KHOẢN"
"TID_INBOX_CAPTION_BAN_INTERVENTION","ACCOUNT INFORMATION:","معلومات الحساب:","账号信息：","帳號資訊：","SPIELKONTO-INFORMATION:","INFORMACIÓN DE LA CUENTA:","TIETOA PELITILISTÄ:","INFOS DU COMPTE :","מידע על החשבון:","INFORMASI AKUN:","INFORMAZIONI SULL'ACCOUNT:","アカウント情報：","계정 정보:","MAKLUMAT AKAUN:","ACCOUNTINFORMATIE:","INFORMACJE O KONCIE:","INFORMAÇÕES DA CONTA:","ИНФОРМАЦИЯ ОБ УЧЁТНОЙ ЗАПИСИ:","ข้อมูลบัญชี:","HESAP BİLGİLERİ:","THÔNG TIN TÀI KHOẢN:"
