"Name","Disabled","Speed","PreExplosionTimeMs","Radius","IgnoreCloseWalls","Indirect","ConstantFlyTime","TriggerWithDelayMs","BouncePercent","Gravity","EarlyTicks","OnAllyHitActions","OnEnemyHitActions","AreaEffect2DamagePercent","SpawnCharacter","AreaEffectTrailMinDistance","ShotByHero","IsBeam","IsBouncing","DistanceAddFromBounce","MaxDistanceBounces","PiercesCharacters","PiercesEnvironment","PiercesEnvironmentLikeButter","PushbackStrength","PushbackType","OverridePushbackSpeed","MaxZDuringPushback","ChainsToEnemies","ChainBullets","ChainBulletsMax","ChainSpread","ChainTravelDistance","ExecuteChainSpecialCase","DamagePercentStart","DamagePercentEnd","DamageChangeStartPromille","DamageChangeEndPromille","IgnoreDamageChangeForUltiCharge","DamagesConstantlyTickDelay","FreezeStrength","FreezeDurationMS","StunLengthMS","PartialStunPromille","SilenceDurationMS","ScaleStart","ScaleEnd","AttractsPet","LifeStealPercent","PassesEnvironment","SuppressHealing","SuppressHealingTicks","ConsumableShield","ConsumableShieldTicks","DamageOnlyWithOneProj","HealOwnPercent","GrapplesEnemy","KickBack","MinDistanceForSpread","IsFriendlyHomingMissile","BoomerangType","CanHitAgainAfterBounce","IsHomingMissile","UltiChargeChangePercent","TravelType","TravelTypeVariable","TravelTypeVariable2","IgnoreLevelBorder","SteerStrength","SteerIgnoreTicks","HomeDistance","SteerLifeTime","DoNotForceShow","UniqueProperty","CustomUniquePropertyValue","Zoffset"
"ArenaBaseProjectile","","5500","","200","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50","100","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","800"
"MegaKenjiProjectileSlowBounce","","1400","","0","","","","","","0","2","","","","","","true","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileSpawnRobot","","2500","","0","","true","","","","400","1","","","","MegaSamuraiRangedEnemy","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileFast360","","1650","","0","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileDeath","","4000","","0","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SamuraiRangedEnemyProjectile","","4000","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballOverchargedUltiProjectileSticky","","3000","","250","","","","","","0","3","","","","","","true","","true","","","false","","","","","","","","2","","20","100","","","","","","","10","350","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BaseballOverchargedUltiProjectileStickyChain","","3000","","250","","","","","","0","3","","","","","","true","","true","","","true","","","","","","","","","","","","","","","","","","10","350","2000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AngelicProjectile","","3000","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","700",""
"DemonicProjectile","","4000","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","700",""
"DemonicProjectileBoomerang","","4000","","100","","","","","","0","2","","","","","","","","","","","TRUE","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","1","","","","","","","","","","","","","","700",""
"BrawlersMagnetProjectile1_lvl1","","2000","","200","","","","","","0","4","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","",""
"BrawlersMagnetProjectile2_lvl1","","2000","","200","","","","","","0","2","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","",""
"BrawlersMagnetProjectile1_lvl3","","3000","","200","","","","","","0","4","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","",""
"BrawlersMagnetProjectile2_lvl3","","3000","","200","","","","","","0","2","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","true","","","","","","","","","","","","","","","","","","",""
"SignalStrikeProjectile","","4000","","225","","","","","","0","2","","","","","300","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SignalStrikeProjectile_lvl3","","4000","","225","","","","","","0","2","","","","","300","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EndOfLineProjectile","","3200","","0","","true","","","","330","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoomBoxProjectile","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoomBoxProjectile_lvl2","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BoomBoxProjectile_lvl3","","1750","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HookTimeProjectile_lvl1","","2000","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"HookTimeProjectile_lvl3","","4500","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"JetpackProjectileDamage","","1500","","200","","true","true","","","20","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","",""
"JetpackProjectileDamageAndSlow","","1500","","200","","true","true","","","20","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","","","","","","","","","","","","","","","","",""
"EndOfLineProjectile_lvl3","","3200","","0","","true","","","","330","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileSingle","","3000","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileDouble","","3000","","200","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileTriple","","3000","","150","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"DancerProjectileUlti","","2200","","400","","","","","","0","","","","","","","true","","","","","true","","","-60","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"DancerOverchargedProjectileUlti","","3000","","400","","","","","","0","","","","","","","true","","true","1000","3","true","","","-250","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryProjectile","","29000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryProjectileCrit","","29000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FuryUltiProjectile","","1000","","1500","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","true","","","","","","","","","","","","","","","14","50","","","","","","","","28","",""
"FuryOverchargedUltiProjectile","","1000","","1500","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","true","","","","","","","","","","","3","","","","14","50","","","","","","","","28","",""
"FuryOverchargedUltiProjectileReturn","","1000","","1500","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","-1","","","","","","","","","","true","","","","","","","","","","","3","","","","14","50","","","","","","","","28","",""
"MegaBossCrowProjectile","","1500","","40","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusProjectile","","1800","","195","","","","","","0","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusFrag","","1000","","65","","","","","","0","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusUltiProjectile","","1739","","0","","true","","","","240","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusPushAwayFrag","","2500","","65","","","","","","0","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusProjectileSecond","","1800","","195","","","","","","0","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickProjectile","","800","","0","","true","true","900","","60","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSummonProjectile","","1200","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSummonProjectileMid","","1000","","0","","true","","","","130","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSummonProjectileLarge","","1500","","0","","true","","","","150","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaTickSecondProjectile","","1700","","0","","true","","","","240","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeProjectile","","1100","","85","","","","","","0","","","","","","","true","","true","3000","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeUltiProjectile","","1600","","85","","","","","","0","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeProjectileLarge","","900","","150","","","","","","0","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossTrickshotDudeProjectileLargeExtra","","2300","","260","","","","","","0","","","","","","","true","","true","3000","5","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","TRUE","","","","","","","","","","","","","",""
"MegaBossCrowJumpProjectile","","1000","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","1","","10","1","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCrowSwampProjectile","","1504","","0","","true","","","","170","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","",""
"MegaBossCrowSwampProjectileLarge","","1504","","0","","true","","","","180","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2100","","","","","","","","","","","","","","","","",""
"MegaBossCrowJumpProjectileChain","","1000","","101","","","","","","0","3","","","","","","true","","true","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterProjectileSlow","","1400","","65","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterProjectile","","1900","","50","","","","","","0","3","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterProjectilePierce","","4000","","150","","","","","","0","3","","","","","","true","","true","2000","3","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterSpawnRobotsThrow","","2500","","0","","true","","","","400","1","","","","MegaSplitterTwinsEnemyThrow","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSplitterSpawnRobotsShoot","","2200","","0","","true","","","","400","1","","","","MegaSplitterTwinsEnemyShoot","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTwinsThrowerProjectile","","2000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossTwinsShotgunProjectile","","2800","","0","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaKenjiProjectileSpawnKenji","","2000","","0","","true","","","","400","1","","","","MegaKenjiPet","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossSpikeSummonPet","","1500","","0","","true","","","","300","","","","","MegaBossCactusCover","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossCactusPetShoot","","2000","","62","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaSamuraiRangedEnemyProjectile","","1700","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ActorPlaceholderProjectile","","3500","","40","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormProjectile","","4000","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormLastShotProjectile","","4000","","110","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiProjectile","","29000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormShellProjectile","","2000","","0","","true","","","","300","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormOnShellPickedUpProjectile","","4000","","100","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BulletstormUltiMarkedProjectile","","4500","","80","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","9","","","","4","2","8","40","","","",""
"MegaBossDgProjectile","","3100","","0","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgSpawn","","2500","","0","","true","","","","400","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossDgSpawnProjectile","","3100","","0","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileDropClock","","29000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileLong","","3100","","0","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileFreeze","","29000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RogueliteCirclingProjectileClose","","560","","200","","","","","","0","0","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","","","true","","","","","","","","","","","","","","","8","550","","true","","","","99999","","","1000",""
"RogueliteCirclingProjectileFar","","560","","200","","","","","","0","5","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","","","true","","","","","","","","","","","","","","","8","800","","true","","","","99999","","","1000",""
"RogueliteCirclingProjectile3","","560","","200","","","","","","0","10","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","20","","","","","","","","","","true","","","","","","","","","","","","","","","8","500","","true","","","","99999","","","1000",""
"EnragerPullProjectile","","4000","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","",""
"MegaBossFrankProjectile","","2200","","150","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankUltiProjectile","","2200","","200","true","","","","","0","2","","","","","","true","","","","","true","true","","","","","","","","","","","","","","","","","","","","500","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankSpawnAdd","","2500","","0","","true","","","","400","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossFrankGroundSpikeProjectile","","29000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RogueliteLCardSqueakProjectile2","","3000","","100","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileRockExplosion","","29000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileRockExplosionProjectiles","","1700","","65","","","","","","0","","","","","","","true","","","","","","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecProjectileBlackholeDistance","","29000","","0","","true","","","","260","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecAttackSlowProjectile","","1500","","400","","","","","","0","","","","","","","true","","","","","true","true","true","-100","4","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"MegaBossVecTeleport","","2500","","200","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","21","",""
"MegaBossFrankCreateDemon","","1000","","0","","true","","","","260","1","","","","MegaFrankMeleeEnemy","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShellyOverchargedProjectile","","4430","","","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpikeOverchargedProjectile","","2174","","150","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SpikeOverchargedFrag","","3261","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerOverchargedProjectile","","4000","","50","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MenderProjectile","","5000","","150","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MenderUltiProjectile","","5000","","300","","","","","","0","1","","MenderUltiFearAction;MenderUltiSlowAction","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"85d990d2281f4205a01543638713f95f6c1c4dda","true","4130","","50","","","","","","0","2","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"250a01349a9cf0d94c65bea391c9c7da57fcc135","true","4130","","50","","","","","","0","2","","","","","","true","","","","","true","true","","70","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeWeaponOverchargedProjectile","","5000","","150","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"MummyWeaponOverchargedProjectile","","1500","","250","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","7","","","","","","35","125","","","","","","","","true","","","","","","","","","","1","","","","","","","","","","",""
"CactusBonusSkillCoverProjectile","","2500","","0","","true","","","","240","1","","","","CactusCover","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusBonusSkillCoverProjectileBuddy","","2500","","0","","true","","","","240","1","","","","CactusCoverBuddy","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CactusSpikeGadgetBuddy","","2500","","50","","","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ShotgunGirlProjectileGadgetSkill","","4300","","0","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerDoubleShotProjectile","","4891","","101","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerDoubleShotProjectileBuddy","","4891","","101","","","","","","0","2","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerSilverBulletProjectileBuddy","","3804","","120","","","","","","0","2","","","","","","true","","","","","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GunslingerSilverBulletProjectile","","3804","","101","","","","","","0","2","","","","","","true","","","","","true","true","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DummyProjectileForLoveBomb","","2499","","0","","true","true","","","700","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MummyGadgetSkillAcidSprayProjectile","","1500","","200","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","7","","","","","","35","125","","","true","","","","","true","","","","","","","","","","1","","","","","","","","","","",""
"MummyGadgetSkillAcidSprayProjectileBuddy","","1500","","200","","","","","","0","3","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","7","","","","","","35","125","","","true","","","","","true","","","","","","","","","","1","","","","","","","","","","",""
"MummyGadgetSkillFriendzonerProjectile","","5000","","80","","","","","","0","1","","","","","","true","","","","","true","","","260","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"MummyGadgetSkillFriendzonerProjectileBuddy","","5000","","80","","","","","","0","1","","","","","","true","","","","","true","","","320","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","20",""
"HammerDudeGadgetSkillNoiseCancelBuddyProjectile","","5000","","150","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeGadgetSkillAttractionBuddyProjectile","","5000","","150","","","","","","0","2","","","","","","true","","","","","true","","","-150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeGadgetSkillNoiseCancelProjectile","","5000","","150","","","","","","0","2","","","","","","true","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"HammerDudeGadgetSkillAttractionProjectile","","5000","","150","","","","","","0","2","","","","","","true","","","","","true","","","-150","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","true","","","","","","","","","","","","","","","","","","","","",""
"UndertakerGadgetSkillComboSpinnerProjectile","","5000","","0","","true","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UndertakerGadgetSkillComboSpinnerProjectileBuddy","","5000","","0","","true","","","","0","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombProjectile","","2500","","140","","","","","","0","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombUltiProjectile","","700","","0","","true","true","","","60","1","","","","","","true","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectile","","700","","0","","true","true","","","60","1","","","","","","true","","","","","","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MegaBossStickyBombOverchargedUltiProjectileBounce1","","700","","0","","","true","","","60","1","","","","","","","","TRUE","","","TRUE","","","","","","","","1","","","15","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
